HOUSEID,NAME,PRICE,ROOMS,BATHROOMS,SIZE,TYPE,SALE,LOCATION,YEAR,URL,PERMALINK
51418312,COTO ASUNCION,3900000,1,2,160,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/coto-asuncion-51418312.html
51418439,"EXCELENTE CASA, INMEJORABLE UBICACION, AMPLISIMA ",27000,4,3,420,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/excelente-casa-inmejorable-ubicacion-amplisima-51418439.html
51424575,Departamentos en Venta en Torre Link,1953211,2,2,60,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716072356/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716072356/http://www.inmuebles24.com/propiedades/departamentos-en-venta-en-torre-link-51424575.html
51426681,Departamento en Renta Country Club Guadalajara,22500,3,3,170,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/departamento-en-renta-country-club-guadalajara-51426681.html
51429733,"Providencia ,bonito departamento en segundo nivel ,dos recámaras un baño "" No estudiantes "".",7500,2,,80,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/providencia-bonito-departamento-en-segundo-nivel-dos-51429733.html
51432512,"ladron de guevara, remate bancario adjudicado",3500000,3,3,534,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/ladron-de-guevara-remate-bancario-adjudicado-51432512.html
51434245,CASA EN VENTA BIEN UBICADA COL INSURGENTES,1495000,6,4,288,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716084233/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716084233/http://www.inmuebles24.com/propiedades/casa-en-venta-bien-ubicada-col-insurgentes-51434245.html
51436101,Casa en RENTA - Fraccionamiento Colomos Providencia,20000,4,3,300,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/casa-en-renta-fraccionamiento-colomos-providencia-51436101.html
51437179,Excelente Casa para remodelar Sobre Av. Manuel Acuña,2300000,4,2,180,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716084233/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716084233/http://www.inmuebles24.com/propiedades/excelente-casa-para-remodelar-sobre-av-manuel-acuna-51437179.html
51448099,Departamento en venta en Centro,1700000,2,2,81,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/departamento-en-venta-en-centro-51448099.html
51449581,DEPARTAMENTO USO MIXTO EN COL. MONRAZ,8500,2,2,103,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/departamento-uso-mixto-en-col.-monraz-51449581.html
51450222,EXCELENTE DEPARTAMENTO UBICADO EN PROVIDENCIA A MEDIA CUADRA DE RUBEN DARIO,20000,3,2,200,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/excelente-departamento-ubicado-en-providencia-a-media-51450222.html
51453548,"DEPARTAMENTO EN VENTA, PLANTA BAJA, CHAPULTEPEC COUNTRY",3500000,2,2,110,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/departamento-en-venta-planta-baja-chapultepec-51453548.html
51455163,"Departamento Venta Colonia Americana Guadalajara $1,856,841",1856841,1,1,78,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/departamento-venta-colonia-americana-guadalajara-51455163.html
51455455,"Departamento Venta $2'552,000 por Hidalgo en Guadalajara",2552000,2,2,92,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/departamento-venta-$2-552-000-por-hidalgo-en-51455455.html
51458747,Departamento de Lujo Espacio Minerva,18000,2,3,135,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160512003735/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160512003735/http://www.inmuebles24.com/propiedades/departamento-de-lujo-espacio-minerva-51458747.html
51464330, RENTA DEPARTAMENTO EN ALBERTA (PROVIDENCIA),17500,2,2,136,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160512003735/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160512003735/http://www.inmuebles24.com/propiedades/renta-departamento-en-alberta-providencia-51464330.html
51466274,Excelente departamento ,8500,2,2,82,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/excelente-departamento-51466274.html
51472777, Departamento en Renta en Av. México,13400,3,2,100,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/departamento-en-renta-en-av-mexico-51472777.html
51474274,"Casa en renta Chapultepec Country $13,500",13500,5,1,220,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-renta-chapultepec-country-$13-500-51474274.html
51480165,PROVIDENCIA 3 NIVELES 4 RECAMARAS 4.5 BAÑOS 2 ESTACIONAMIENTOS ,23000,4,4,360,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160720204550/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160720204550/http://www.inmuebles24.com/propiedades/providencia-3-niveles-4-recamaras-4.5-banos-2-51480165.html
51481029,"CASA VENTA EN INSURGENTES $1,380,000",1380000,4,3,271,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/casa-venta-en-insurgentes-$1-380-000-51481029.html
51485005,"Cerca Minerva Amplios 2 Recamaras, Cuarto de Servicio",6300,2,1,90,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/cerca-minerva-amplios-2-recamaras-cuarto-de-servicio-51485005.html
51487060,DEPARTAMENTO EN RENTA PROVIDENCIA ,17500,2,2,110,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/departamento-en-renta-providencia-51487060.html
51487097,Casa en Renta Hidalgo,45000000,9,,560,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-renta-hidalgo-51487097.html
51487291,CASA HABITACIÓN,3150000,3,4,311,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002542/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160307002542/http://www.inmuebles24.com/propiedades/casa-habitacion-51487291.html
51488340,Departamento en Renta Espacio Minerva,18000,2,3,205,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/departamento-en-renta-espacio-minerva-51488340.html
51491828,MONUMENTAL 2 NIVELES 4 RECAMARAS 3.5 BAÑOS 6 ESTACIONAMIENTOS,25000,4,3,600,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/monumental-2-niveles-4-recamaras-3.5-banos-6-51491828.html
51495545,Casa Ladron de Guevara,3850000,4,2,230,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/casa-ladron-de-guevara-51495545.html
51496804,CASA EN RENTA EN PROVIDENCIA,26500,4,4,250,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-51496804.html
51502078,CASA DE UNA PLANTA EN COL. CHAPALITA. REMODELADA.,17000,3,2,230,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-de-una-planta-en-col.-chapalita.-remodelada.-51502078.html
51504900,ATLAS COLOMOS,9000000,3,3,320,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20161011202858/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20161011202858/http://www.inmuebles24.com/propiedades/atlas-colomos-51504900.html
51507217,Cerca Minerva Planta Baja 2 Recamaras Patios Cuarto de Servicio,7200,2,1,120,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/cerca-minerva-planta-baja-2-recamaras-patios-cuarto-de-51507217.html
51507850,Departamento a la Renta en Torres Myth,50000,3,3,305,APARTMENT,RENT,COUNTRY CLUB,2017,https://web.archive.org/web/20171111072509/http://www.inmuebles24.com/departamentos-en-renta-en-guadalajara-pagina-4.html,https://web.archive.org/web/20171113223119/http://www.inmuebles24.com/propiedades/departamento-a-la-renta-en-torres-myth-51507850.html
51508181,CASA USO COMERCIAL EN COLONIA AMERICANA,15000,2,2,250,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-uso-comercial-en-colonia-americana-51508181.html
51514719,CASA GRANDE EXCELENTE UBICACION LADRON DE GUEVARA CON DEPTO DE 2 REC,3990000,4,3,440,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002542/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160307002542/http://www.inmuebles24.com/propiedades/casa-grande-excelente-ubicacion-ladron-de-guevara-con-51514719.html
51516713,Departamento Renta Colomos Providencia Guadalajara,16000,3,2,220,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160512003735/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160512003735/http://www.inmuebles24.com/propiedades/departamento-renta-colomos-providencia-guadalajara-51516713.html
51516807,TU KASA CERCANA A CENTRO MEDICO,2000000,4,2,246,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002542/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160307002542/http://www.inmuebles24.com/propiedades/tu-kasa-cercana-a-centro-medico-51516807.html
51522996,Departamento en Providencia  amueblado de lujo nuevo ,24000,3,3,145,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/departamento-en-providencia-amueblado-de-lujo-nuevo-51522996.html
51525295,Casa en Renta en Providencia,17000,3,2,210,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-51525295.html
51528477,CASA EN ISLA DESEADA - COL. JARD DE SAN JOSE,6000,3,2,139,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-isla-deseada-col.-jard-de-san-jose-51528477.html
51531757,INCREIBLE RESIDENCIA EN CABECERA DE MANZANA,16500000,4,6,730,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716084233/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716084233/http://www.inmuebles24.com/propiedades/increible-residencia-en-cabecera-de-manzana-51531757.html
51536329,CASA EN RENTA EN COL MEZQUITAN EN GUADALAJARA,3500,2,1,135,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-renta-en-col-mezquitan-en-guadalajara-51536329.html
51536336,CASA LAFAYETTE,55000,6,6,500,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-lafayette-51536336.html
51537848,CASA EN VALLARTA PONIENTE,18000,4,3,240,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-en-vallarta-poniente-51537848.html
51538024,DEPARTAMENTO EN PRADOS PROVIDENCIA,3200000,2,2,105,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/departamento-en-prados-providencia-51538024.html
51541721,CASA EN PROVIDENCIA EN RENTA IDEAL PARA CONSULTORIOS U OFICINAS.,40000,5,4,750,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/casa-en-providencia-en-renta-ideal-para-consultorios-u-51541721.html
51542438,Penthouse en 3 recamaras entre Plaza del Sol y Chapultepec,7000,3,2,110,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002305/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160307002305/http://www.inmuebles24.com/propiedades/penthouse-en-3-recamaras-entre-plaza-del-sol-y-51542438.html
51543132,Casa en Venta o Renta Brasilia,28000,3,2,380,HOUSE,RENT,PROVIDENCIA 4A SECCION,2017,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20171117104650/https://www.inmuebles24.com/propiedades/casa-en-venta-o-renta-brasilia-51543132.html
51543899,"Casa en Renta en PROVIDENCIA 3a SECCION, Guadalajara",40000,5,6,200,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160720204550/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160720204550/http://www.inmuebles24.com/propiedades/casa-en-renta-en-providencia-3a-seccion-guadalajara-51543899.html
51550476,"Pre-venta de departamentos de lujo en Providencia desde 3,100,000",3100000,2,2,84,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/pre-venta-de-departamentos-de-lujo-en-providencia-51550476.html
51550633,"Pre-venta de departamentos en Providencia desde 2,800,000",2800000,2,2,110,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/pre-venta-de-departamentos-en-providencia-desde-51550633.html
51550686,"Pre-venta de despartamentos en zona de Chapultepec desde 2,600,000",2600000,2,2,92,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/pre-venta-de-despartamentos-en-zona-de-chapultepec-51550686.html
51551496,CASA EN VENTA EN HUENTITÁN,1850000,3,2,142,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716084233/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716084233/http://www.inmuebles24.com/propiedades/casa-en-venta-en-huentitan-51551496.html
51551618,"Pre-venta de departamentos en Chapultepec country desde 2,800,000",2800000,2,2,111,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716072356/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716072356/http://www.inmuebles24.com/propiedades/pre-venta-de-departamentos-en-chapultepec-country-51551618.html
51552081,Departamento en Providencia,2200000,3,2,86,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716072356/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716072356/http://www.inmuebles24.com/propiedades/departamento-en-providencia-51552081.html
51552129,Providencia Preciosa Residencia Minimalista Estrenela 4 Recamara Elevador Jardin,36000,4,3,420,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/providencia-preciosa-residencia-minimalista-estrenela-51552129.html
51553369,Casa en Venta en Vistas del Nilo en Guadalajara,1566000,3,2,106,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160307002542/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160307002542/http://www.inmuebles24.com/propiedades/casa-en-venta-en-vistas-del-nilo-en-guadalajara-51553369.html
51554064,Casa Habitacional,75000,5,4,885,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160305023115/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160305023115/http://www.inmuebles24.com/propiedades/casa-habitacional-51554064.html
51555725,AMPLIA CASA PARA OFICINAS A PUERTA CERRADA O USO DE SUELO MIXTO,33000,10,4,800,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/amplia-casa-para-oficinas-a-puerta-cerrada-o-uso-de-51555725.html
51556490,"DPTO EN RENTA CERCA GLORIETA COLON $13,000",13000,2,2,114,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160512003735/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160512003735/http://www.inmuebles24.com/propiedades/dpto-en-renta-cerca-glorieta-colon-$13-000-51556490.html
51558161,Excelente Casa en Jardines Del Bosque en Venta ,8500000,9,2,423,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/excelente-casa-en-jardines-del-bosque-en-venta-51558161.html
51560589, Rojas  117,2552729,2,,124,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160310052802/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160310052802/http://www.inmuebles24.com/propiedades/rojas-117-51560589.html
51565575,Casa en Renta recién remodelada,6300,3,1,103,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/casa-en-renta-recien-remodelada-51565575.html
51570453,"CASA EN RENTA JARDINES DEL NILO, DE LA PAZ, DE LOS HISTORIADORES,",7700,4,3,160,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/casa-en-renta-jardines-del-nilo-de-la-paz-de-los-51570453.html
51572834,HERMOSA CASA FRENTE A TERRAZA OBLATOS ,1200000,4,2,160,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/hermosa-casa-frente-a-terraza-oblatos-51572834.html
51574559,"Casa bien ubicada en esquina !",1955000,4,2,217,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,"https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/casa-bien-ubicada-en-esquina!-51574559.html"
51574577,Casa en buen estado,1250000,3,1,150,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160716084233/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160716084233/http://www.inmuebles24.com/propiedades/casa-en-buen-estado-51574577.html
51574706,"Consultorio o corporativo u oficinas en PA amplio, recien pintado en buen estado",15000,4,,450,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160508064440/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160508064440/http://www.inmuebles24.com/propiedades/consultorio-o-corporativo-u-oficinas-en-pa-amplio-51574706.html
51576417,"Amplia residencia en Providencia 2da Secc, Guadalajara",35000,3,4,600,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160405164559/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160405164559/http://www.inmuebles24.com/propiedades/amplia-residencia-en-providencia-2da-secc-guadalajara-51576417.html
51576889,Excelente Ubicación Frente Centro Magno Espacios Amplios Iluminados 8 Recamaras,135000,10,5,1254,HOUSE,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160508064440/www.inmuebles24.com/casas-en-renta-en-guadalajara.html,https://web.archive.org/web/20160508064440/http://www.inmuebles24.com/propiedades/excelente-ubicacion-frente-centro-magno-espacios-51576889.html
51577746,CASA VISTAS DEL NILO,1399000,3,2,92,HOUSE,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160511220424/www.inmuebles24.com/casas-en-venta-en-guadalajara.html,https://web.archive.org/web/20160511220424/http://www.inmuebles24.com/propiedades/casa-vistas-del-nilo-51577746.html
51585690,DEPARTAMENTO AMUEBLADO Y REMODELADO EN PROVIDENCIA,12000,2,2,90,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/departamento-amueblado-y-remodelado-en-providencia-51585690.html
51586751,Departamento en renta amueblado a unas cuadras de Chapultepec y Av.Vallarta,17000,1,1,50,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160713124118/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160713124118/http://www.inmuebles24.com/propiedades/departamento-en-renta-amueblado-a-unas-cuadras-de-51586751.html
51587734,Departamento en renta amueblado Ejecutivo en Pedro Moreno ,60000,2,2,280,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160713124118/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160713124118/http://www.inmuebles24.com/propiedades/departamento-en-renta-amueblado-ejecutivo-en-pedro-51587734.html
51588997,PENT HOUSE EN RENTA EN TORRE PIENEZZA EN AV MANUEL ACUÑA,26000,4,4,280,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160512003735/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160512003735/http://www.inmuebles24.com/propiedades/pent-house-en-renta-en-torre-pienezza-en-av-manuel-51588997.html
51591186,TORRE JUSTO SIERRA,4140000,2,2,114,APARTMENT,SALE,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160513061027/www.inmuebles24.com/departamentos-en-venta-en-guadalajara.html,https://web.archive.org/web/20160513061027/http://www.inmuebles24.com/propiedades/torre-justo-sierra-51591186.html
51593013,Departamento amueblado en Renta,9000,3,1,77,APARTMENT,RENT,LOCATION NOT SPECIFIED,2016,https://web.archive.org/web/20160407090314/www.inmuebles24.com/departamentos-en-renta-en-guadalajara.html,https://web.archive.org/web/20160407090314/http://www.inmuebles24.com/propiedades/departamento-amueblado-en-renta-51593013.html
